mean_intensity,std_intensity,median_intensity,q25_intensity,q75_intensity,texture_contrast,texture_correlation,texture_homogeneity,lbp_hist_1,haralick_2,haralick_3,haralick_4,haralick_6,haralick_7,haralick_8,malware_family
-0.04756794574397354,-0.0821368456026783,0.09921826881698181,0.05470017352909053,-0.12410103580278992,-0.0821368456026783,-0.03931427891538008,-0.04756794574397354,-0.42204052482855237,-0.14038212835788969,-0.03931427891538008,-0.14038212835788969,-0.04756794574397354,-0.14038212835788969,0.5601419307615113,Swizzor.gen!I
-0.20667394157049626,-0.3228823488534678,0.06018669178433754,-0.03581307555379495,-0.43147202231124615,-0.3228823488534678,-0.5191760499761386,-0.20667394157049626,-0.40030539780724816,-0.37156930895988083,-0.5191760499761386,-0.37156930895988083,-0.20667394157049626,-0.37156930895988083,0.3780825946219578,Swizzor.gen!I
-0.30291624436970155,-0.6853107691764955,-0.13497119337888386,-0.06598415858142344,-0.7388430088197024,-0.6853107691764955,0.3757569636864589,-0.30291624436970155,-0.6046155918075075,-0.7032213029075407,0.3757569636864589,-0.7032213029075407,-0.30291624436970155,-0.7032213029075407,0.5489349148478175,Swizzor.gen!I
-0.366037786835195,-0.1359701031217004,-0.29109750150946095,-0.21683957371956591,-0.5851575155654742,-0.1359701031217004,-0.5132291822275166,-0.366037786835195,-0.36118216916890067,-0.1928323031706385,-0.5132291822275166,-0.1928323031706385,-0.366037786835195,-0.1928323031706385,0.901234363608863,Swizzor.gen!I
-0.2765253543723843,-0.09378206860927027,-0.056908039313595296,-0.12632632463668042,-0.3546292756841321,-0.09378206860927027,-0.15849759577694933,-0.2765253543723843,-0.5133280583180299,-0.15176498987610357,-0.15849759577694933,-0.15176498987610357,-0.2765253543723843,-0.15176498987610357,0.45888732529500637,Swizzor.gen!I
-1.0862370526046798,0.5965984199647074,-0.6423816948032595,-1.1521431475760493,-1.1230567419552728,0.5965984199647074,-1.176241541030528,-1.0862370526046798,1.3385047638970862,0.5581869701812225,-1.176241541030528,0.5581869701812225,-1.0862370526046798,0.5581869701812225,-1.7481917773656894,Swizzor.gen!I
-0.3419159718938269,0.03541719112817148,-0.09593961634623957,-0.21683957371956591,-0.41226133565446765,0.03541719112817148,-0.9673752318565428,-0.3419159718938269,-0.05254336546638131,-0.02433803705496859,-0.9673752318565428,-0.02433803705496859,-0.3419159718938269,-0.02433803705496859,0.1754794897160605,Swizzor.gen!I
-0.14712361382374087,-0.22504793230912007,0.02115511475169326,-0.09615524160905194,-0.27778652905701806,-0.22504793230912007,-1.1047882842377463,-0.14712361382374087,-0.66982097287142,-0.2786672837333561,-1.1047882842377463,-0.2786672837333561,-0.14712361382374087,-0.2786672837333561,0.6887325188084616,Swizzor.gen!I
0.1398757033380955,0.2477978760856821,0.1382498458496261,0.145213422611976,0.10642720407855227,0.2477978760856821,0.019499344155897196,0.1398757033380955,-0.2829357118922056,0.19056729991541818,0.019499344155897196,0.19056729991541818,0.1398757033380955,0.19056729991541818,0.8443917801340997,Swizzor.gen!I
0.23678841467655842,-0.10636144169448705,0.2553445769475589,0.205555588667233,0.029584457451438215,-0.10636144169448705,0.4733233195894939,0.23678841467655842,-0.6220036934245508,-0.16403811276346733,0.4733233195894939,-0.16403811276346733,0.23678841467655842,-0.16403811276346733,1.0691596540652484,Swizzor.gen!I
-0.265747247856626,-0.4375181887122038,-0.13497119337888386,-0.15649740766430892,-0.6620002621925883,-0.4375181887122038,-0.27780747850637966,-0.265747247856626,-0.4437756518498565,-0.4785999102030167,-0.27780747850637966,-0.4785999102030167,-0.265747247856626,-0.4785999102030167,0.8620456837708367,Swizzor.gen!I
0.001397662565655604,-0.1529460128529087,0.17728142288227036,0.05470017352909053,-0.04725828917567585,-0.1529460128529087,-0.35178717509012475,0.001397662565655604,-0.4915929312967257,-0.2092819619438566,-0.35178717509012475,-0.2092819619438566,0.001397662565655604,-0.2092819619438566,0.7706600584631997,Swizzor.gen!I
-0.029221958217748614,-0.46629859680429453,0.06018669178433754,0.145213422611976,-0.27778652905701806,-0.46629859680429453,0.02332980725747907,-0.029221958217748614,-0.5828804647862033,-0.5051615460051564,0.02332980725747907,-0.5051615460051564,-0.029221958217748614,-0.5051615460051564,0.7919074954115547,Swizzor.gen!I
-0.33585651009669004,-0.14762681657104254,-0.13497119337888386,-0.18666849069193742,-0.43147202231124615,-0.14762681657104254,-0.038454162426008576,-0.33585651009669004,-0.3351000167433356,-0.20413230792251208,-0.038454162426008576,-0.20413230792251208,-0.33585651009669004,-0.20413230792251208,0.4676637003353103,Swizzor.gen!I
-0.42289358795301085,-0.2025714125126397,-0.3301290785421052,-0.3073528228024514,-0.7388430088197024,-0.2025714125126397,-0.3099129244520128,-0.42289358795301085,-0.5046340075095083,-0.25712122747533117,-0.3099129244520128,-0.25712122747533117,-0.42289358795301085,-0.25712122747533117,0.8298685932424809,Swizzor.gen!I
-0.22477497213045397,-0.4267841346285283,-0.056908039313595296,0.05470017352909053,-0.6620002621925883,-0.4267841346285283,-0.16926807421232434,-0.22477497213045397,-0.6785150236799417,-0.4686615836128196,-0.16926807421232434,-0.4686615836128196,-0.22477497213045397,-0.4686615836128196,0.6175451996952112,Swizzor.gen!I
-0.10647364989528886,-0.3840372596460044,0.06018669178433754,-0.03581307555379495,-0.43147202231124615,-0.3840372596460044,0.10077874801695741,-0.10647364989528886,-0.7350263539353326,-0.4289122120527548,0.10077874801695741,-0.4289122120527548,-0.10647364989528886,-0.4289122120527548,0.8525884958982336,Swizzor.gen!I
-1.2871275498876291,0.5851265769519591,-0.7594764259011922,-1.6650515590457335,-1.1998994885823868,0.5851265769519591,-1.9021814784145405,-1.2871275498876291,1.7297370502805614,0.5458060963541781,-1.9021814784145405,0.5458060963541781,-1.2871275498876291,0.5458060963541781,-1.9013481318987733,Swizzor.gen!I
-0.3361401444786837,0.2921813853436,-0.13497119337888386,-0.2771817397748229,-0.3546292756841321,0.2921813853436,-0.49419781232409593,-0.3361401444786837,0.03874416802309624,0.23633267066963784,-0.49419781232409593,0.23633267066963784,-0.3361401444786837,0.23633267066963784,0.1702801455457331,Swizzor.gen!I
0.30780014995023863,0.11199390035945592,0.2943761539802032,0.2357266716948615,0.4906409372141226,0.11199390035945592,0.06486793156105748,0.30780014995023863,-0.4915929312967257,0.052369423206866626,0.06486793156105748,0.052369423206866626,0.30780014995023863,0.052369423206866626,0.9320620001332304,Swizzor.gen!I
-0.400641181438419,-0.2714157940338846,0.06018669178433754,-0.15649740766430892,-0.6620002621925883,-0.2714157940338846,-0.018361116168165905,-0.400641181438419,0.40389430198100645,-0.3228763622794045,-0.018361116168165905,-0.3228763622794045,-0.400641181438419,-0.3228763622794045,-0.7520087262539161,Swizzor.gen!I
-0.1089876819175052,-0.26669119196711205,0.06018669178433754,0.205555588667233,-0.43147202231124615,-0.26669119196711205,-0.1561182956797838,-0.1089876819175052,-0.3437940675518573,-0.3183864753627146,-0.1561182956797838,-0.3183864753627146,-0.1089876819175052,-0.3183864753627146,-0.021058789316950502,Swizzor.gen!I
-0.13457923865647672,-0.08950892509269877,-0.09593961634623957,-0.03581307555379495,-0.3546292756841321,-0.08950892509269877,0.4084701433350937,-0.13457923865647672,-0.4655107788711607,-0.14759047970981534,0.4084701433350937,-0.14759047970981534,-0.13457923865647672,-0.14759047970981534,0.8674994603131221,Swizzor.gen!I
-0.23278119718581985,0.8994547655937979,-0.2130343474441724,-0.3073528228024514,0.029584457451438215,0.8994547655937979,0.017687202625667676,-0.23278119718581985,-0.5176750837222908,0.8921776690146082,0.017687202625667676,0.8921776690146082,-0.23278119718581985,0.8921776690146082,0.2599697019016911,Swizzor.gen!I
0.002429060318359746,-0.0023368586382809956,0.06018669178433754,-0.005641992526166456,-0.04725828917567585,-0.0023368586382809956,-0.0830736821924635,0.002429060318359746,-0.5828804647862033,-0.061832986712107574,-0.0830736821924635,-0.061832986712107574,0.002429060318359746,-0.061832986712107574,0.9202141596043507,Swizzor.gen!I
-0.08205530810001829,0.20130364344123103,0.06018669178433754,-0.04335584631070207,-0.04725828917567585,0.20130364344123103,0.299957467907341,-0.08205530810001829,-0.12209577193455468,0.1429422193595837,0.299957467907341,0.1429422193595837,-0.08205530810001829,0.1429422193595837,0.6068700198536006,Swizzor.gen!I
0.735997819457272,-0.5408735948805826,0.7237235013392903,0.7788061661921744,0.6443264304683507,-0.5408735948805826,0.320625776088204,0.735997819457272,-0.56549236316916,-0.5734095471604725,0.320625776088204,-0.5734095471604725,0.735997819457272,-0.5734095471604725,0.17732357511055025,Instantaccess
0.7063580265389368,-0.4764362872536377,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.4764362872536377,0.21396556234040232,0.7063580265389368,-0.21338330542403222,-0.5144881150730313,0.21396556234040232,-0.5144881150730313,0.7063580265389368,-0.5144881150730313,-0.06680550807294386,Instantaccess
0.6959409092366249,-0.49921698737722625,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.49921698737722625,0.18359525737501248,0.6959409092366249,-0.20034222921124972,-0.5353899074625835,0.18359525737501248,-0.5353899074625835,0.6959409092366249,-0.5353899074625835,-0.08538763492021911,Instantaccess
0.7386278837266675,-0.5587761971148648,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5587761971148648,0.3279528421510084,0.7386278837266675,-0.5481042615521166,-0.5896691757537648,0.3279528421510084,-0.5896691757537648,0.7386278837266675,-0.5896691757537648,0.16140874962324825,Instantaccess
0.7590108818144832,-0.5590983271877675,0.7237235013392903,0.8089772492198029,0.7211691770954648,-0.5590983271877675,0.3884594069396038,0.7590108818144832,-0.5437572361478558,-0.5899613029438351,0.3884594069396038,-0.5899613029438351,0.7590108818144832,-0.5899613029438351,0.16995502144839753,Instantaccess
0.6910675548550979,-0.48837813411437486,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.48837813411437486,0.17179686491358132,0.6910675548550979,-0.20034222921124972,-0.5254547242717775,0.17179686491358132,-0.5254547242717775,0.6910675548550979,-0.5254547242717775,-0.07657554324277774,Instantaccess
0.7538925704666889,-0.5353502378482996,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5353502378482996,0.370386863906075,0.7538925704666889,-0.591574515594725,-0.568383385456511,0.370386863906075,-0.568383385456511,0.7538925704666889,-0.568383385456511,0.19009009155380852,Instantaccess
0.7424440554116729,-0.542712415728837,0.7237235013392903,0.7788061661921744,0.6443264304683507,-0.542712415728837,0.3424170627154396,0.7424440554116729,-0.5741864139776816,-0.5750818283108688,0.3424170627154396,-0.5750818283108688,0.7424440554116729,-0.5750818283108688,0.17859331605412243,Instantaccess
0.7410129910297959,-0.5372551465305169,0.7237235013392903,0.7788061661921744,0.6635371171251292,-0.5372551465305169,0.33524584683187564,0.7410129910297959,-0.6002685664032467,-0.5701173369048479,0.33524584683187564,-0.5701173369048479,0.7410129910297959,-0.5701173369048479,0.18460645530672357,Instantaccess
0.7553107423766571,-0.5377427425885883,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5377427425885883,0.3738787046184277,0.7553107423766571,-0.61765666802029,-0.5705610858993038,0.3738787046184277,-0.5705610858993038,0.7553107423766571,-0.5705610858993038,0.18557851960568247,Instantaccess
0.6909386301360098,-0.49090658679678945,0.7237235013392903,0.8089772492198029,0.7211691770954648,-0.49090658679678945,0.17540599356689626,0.6909386301360098,-0.19164817840272805,-0.5277739468231845,0.17540599356689626,-0.5277739468231845,0.6909386301360098,-0.5277739468231845,-0.06167925345825021,Instantaccess
0.7454608938383325,-0.5606709590068817,0.7237235013392903,0.7788061661921744,0.6443264304683507,-0.5606709590068817,0.3511813085793105,0.7454608938383325,-0.5828804647862033,-0.5913872379946595,0.3511813085793105,-0.5913872379946595,0.7454608938383325,-0.5913872379946595,0.16425678974589641,Instantaccess
0.7727542568692659,-0.5428410765343565,0.7237235013392903,0.8089772492198029,0.7211691770954648,-0.5428410765343565,0.4250885471455125,0.7727542568692659,-0.587227490190464,-0.5751988174932652,0.4250885471455125,-0.5751988174932652,0.7727542568692659,-0.5751988174932652,0.17421448832739178,Instantaccess
0.6876768347430829,-0.4879022179584456,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.4879022179584456,0.1626299145045033,0.6876768347430829,-0.2090362800197714,-0.5250180831235088,0.1626299145045033,-0.5250180831235088,0.6876768347430829,-0.5250180831235088,-0.06676249660522945,Instantaccess
0.7538925704666889,-0.5353502378482996,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5353502378482996,0.370386863906075,0.7538925704666889,-0.591574515594725,-0.568383385456511,0.370386863906075,-0.568383385456511,0.7538925704666889,-0.568383385456511,0.19009009155380852,Instantaccess
0.7015104571012273,-0.48397349896364644,0.7627550783719346,0.7788061661921744,0.7980119237225789,-0.48397349896364644,0.2009360989313421,0.7015104571012273,-0.20468925461551055,-0.5214122847257006,0.2009360989313421,-0.5214122847257006,0.7015104571012273,-0.5214122847257006,-0.07764988191004724,Instantaccess
0.7629044083309413,-0.5291249988139258,0.7237235013392903,0.8089772492198029,0.7211691770954648,-0.5291249988139258,0.3993391046952558,0.7629044083309413,-0.591574515594725,-0.5627130405236834,0.3993391046952558,-0.5627130405236834,0.7629044083309413,-0.5627130405236834,0.18237347031284565,Instantaccess
0.7462473346247694,-0.5274293310638837,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5274293310638837,0.3515723433196743,0.7462473346247694,-0.5828804647862033,-0.5611675113278473,0.3515723433196743,-0.5611675113278473,0.7462473346247694,-0.5611675113278473,0.18916334814927835,Instantaccess
0.751481678219743,-0.533566198494958,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.533566198494958,0.365624830939717,0.751481678219743,-0.5828804647862033,-0.5667589625103355,0.365624830939717,-0.5667589625103355,0.751481678219743,-0.5667589625103355,0.18710878381994742,Instantaccess
0.698403371371206,-0.4930158965401809,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.4930158965401809,0.19314675648109772,0.698403371371206,-0.20468925461551055,-0.52970797732538,0.19314675648109772,-0.52970797732538,0.698403371371206,-0.52970797732538,-0.07795487817126404,Instantaccess
0.6741139542950235,-0.5091328498568573,0.6846919243066459,0.7788061661921744,0.7211691770954648,-0.5091328498568573,0.1256744702157131,0.6741139542950235,-0.20468925461551055,-0.5444636256361775,0.1256744702157131,-0.5444636256361775,0.6741139542950235,-0.5444636256361775,-0.08940334061985651,Instantaccess
0.7461957647371342,-0.5586655605960046,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5586655605960046,0.35206784098290733,0.7461957647371342,-0.6002685664032467,-0.5895688402239652,0.35206784098290733,-0.5895688402239652,0.7461957647371342,-0.5895688402239652,0.16912570092344387,Instantaccess
0.6716643846323511,-0.4856501527187147,0.6846919243066459,0.7788061661921744,0.7211691770954648,-0.4856501527187147,0.11896084594299072,0.6716643846323511,-0.18295412759420637,-0.5229514091680144,0.11896084594299072,-0.5229514091680144,0.6716643846323511,-0.5229514091680144,-0.06245569255664933,Instantaccess
0.7311373575476537,-0.543728348328706,0.7237235013392903,0.7788061661921744,0.6443264304683507,-0.543728348328706,0.3106197586876943,0.7311373575476537,-0.5785334393819425,-0.5760055317661015,0.3106197586876943,-0.5760055317661015,0.7311373575476537,-0.5760055317661015,0.18547986107842537,Instantaccess
0.7829006322614929,-0.5531450801965238,0.7627550783719346,0.8089772492198029,0.7211691770954648,-0.5531450801965238,0.45347175124522177,0.7829006322614929,-0.591574515594725,-0.5845600226742691,0.45347175124522177,-0.5845600226742691,0.7829006322614929,-0.5845600226742691,0.1651826337687458,Instantaccess
0.7506565600175796,-0.5418849753527942,0.7237235013392903,0.7788061661921744,0.6443264304683507,-0.5418849753527942,0.3662669670897422,0.7506565600175796,-0.561145337764899,-0.5743293909031033,0.3662669670897422,-0.5743293909031033,0.7506565600175796,-0.5743293909031033,0.18072766794152625,Instantaccess
0.6997441884497214,-0.4863614560081126,0.7237235013392903,0.8089772492198029,0.7980119237225789,-0.4863614560081126,0.19568156128532357,0.6997441884497214,-0.24381248325385807,-0.5236042397212597,0.19568156128532357,-0.5236042397212597,0.6997441884497214,-0.5236042397212597,-0.07178454910325607,Instantaccess
0.6966113177758826,-0.46476548078868835,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.46476548078868835,0.18932732493772103,0.6966113177758826,-0.1959952038069889,-0.5037497540767836,0.18932732493772103,-0.5037497540767836,0.6966113177758826,-0.5037497540767836,-0.0406101469162306,Instantaccess
0.8799035909033175,-0.7841715951695517,0.8017866554045788,0.7788061661921744,0.8748546703496929,-0.7841715951695517,0.32444675443222093,0.8799035909033175,-0.5307161599350733,-0.7902686811804931,0.32444675443222093,-0.7902686811804931,0.8799035909033175,-0.7902686811804931,0.30987614849095185,Instantaccess
0.7613959891176115,-0.5501070262268856,0.7237235013392903,0.8089772492198029,0.7211691770954648,-0.5501070262268856,0.39588457067982497,0.7613959891176115,-0.5785334393819425,-0.5818016000835772,0.39588457067982497,-0.5818016000835772,0.7613959891176115,-0.5818016000835772,0.16566618318412835,Instantaccess
0.748748474175077,-0.5595921390185311,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5595921390185311,0.3624409984832922,0.748748474175077,-0.5567983123606383,-0.5904090914159769,0.3624409984832922,-0.5904090914159769,0.748748474175077,-0.5904090914159769,0.16541043710413467,Instantaccess
0.6856785015972187,-0.4761677262456753,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.4761677262456753,0.15825867066492377,0.6856785015972187,-0.18295412759420637,-0.514241240437785,0.15825867066492377,-0.514241240437785,0.6856785015972187,-0.514241240437785,-0.06269828761119049,Instantaccess
0.7608545052974418,-0.5240985079742343,0.7237235013392903,0.8089772492198029,0.7211691770954648,-0.5240985079742343,0.3940160122084371,0.7608545052974418,-0.561145337764899,-0.5581303524147555,0.3940160122084371,-0.5581303524147555,0.7608545052974418,-0.5581303524147555,0.19647893489845675,Instantaccess
0.6654631056442175,-0.4853037781168364,0.6846919243066459,0.7788061661921744,0.7211691770954648,-0.4853037781168364,0.10285972283101891,0.6654631056442175,-0.2220773562325539,-0.5226334808522669,0.10285972283101891,-0.5226334808522669,0.6654631056442175,-0.5226334808522669,-0.052537257103242044,Instantaccess
0.7433723133891066,-0.5208925738700767,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5208925738700767,0.34134428932276445,0.7433723133891066,-0.5828804647862033,-0.555205500664954,0.34134428932276445,-0.555205500664954,0.7433723133891066,-0.555205500664954,0.20902746337057687,Instantaccess
0.7417607544005064,-0.5340185620884614,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5340185620884614,0.33929328221377875,0.7417607544005064,-0.5481042615521166,-0.5671708986935953,0.33929328221377875,-0.5671708986935953,0.7417607544005064,-0.5671708986935953,0.18789811479450125,Instantaccess
0.7494962375457874,-0.5385094084289606,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5385094084289606,0.36429897921444476,0.7494962375457874,-0.5350631853393341,-0.5712587372506728,0.36429897921444476,-0.5712587372506728,0.7494962375457874,-0.5712587372506728,0.1791724158450078,Instantaccess
0.678768136654101,-0.4811816746516456,0.7237235013392903,0.7788061661921744,0.7980119237225789,-0.4811816746516456,0.13866952440937444,0.678768136654101,-0.2351184324453364,-0.5188485276328917,0.13866952440937444,-0.5188485276328917,0.678768136654101,-0.5188485276328917,-0.053154448995102827,Instantaccess
0.7317948736150026,-0.5420594865043353,0.7237235013392903,0.7788061661921744,0.6443264304683507,-0.5420594865043353,0.3120431407029254,0.7317948736150026,-0.5828804647862033,-0.5744880921094714,0.3120431407029254,-0.5744880921094714,0.7317948736150026,-0.5744880921094714,0.18874171462936692,Instantaccess
0.7519458072084598,-0.5464761921653454,0.7237235013392903,0.7788061661921744,0.7211691770954648,-0.5464761921653454,0.3686483847908159,0.7519458072084598,-0.5481042615521166,-0.5785031435492849,0.3686483847908159,-0.5785031435492849,0.7519458072084598,-0.5785031435492849,0.17963712814840366,Instantaccess
