mean_intensity,std_intensity,median_intensity,min_intensity,max_intensity,q25_intensity,q75_intensity,edge_density,malware_family
94.52978515625,45.84538054735686,100.0,0.0,254.0,63.0,128.0,386.0,Dialplatform.B
94.584228515625,46.35201202578379,101.0,0.0,243.0,62.0,129.0,412.0,Dialplatform.B
94.740234375,45.95815758255076,100.0,0.0,254.0,63.0,129.0,387.0,Dialplatform.B
94.584228515625,46.28920145327802,101.0,0.0,243.0,62.0,129.0,411.0,Dialplatform.B
94.87744140625,46.14279825664671,100.0,0.0,254.0,63.0,128.0,388.0,Dialplatform.B
94.88671875,45.91891481373333,101.0,0.0,254.0,63.0,129.0,385.0,Dialplatform.B
94.918701171875,46.05316520355762,100.0,0.0,254.0,63.0,129.0,384.0,Dialplatform.B
94.471923828125,45.79581351987672,99.0,0.0,254.0,63.0,128.0,386.0,Dialplatform.B
94.889892578125,46.13816012494455,100.0,0.0,254.0,63.0,129.0,388.0,Dialplatform.B
94.4443359375,45.704071327258646,100.0,0.0,254.0,63.0,128.0,384.0,Dialplatform.B
94.470947265625,46.22955772556261,101.0,0.0,243.0,62.0,129.0,409.0,Dialplatform.B
94.41064453125,45.73844334030132,100.0,0.0,254.0,63.0,128.0,389.0,Dialplatform.B
94.6162109375,46.46862570278473,101.0,0.0,243.0,62.0,130.0,411.0,Dialplatform.B
94.86181640625,45.95518310825416,100.0,0.0,254.0,63.0,129.0,383.0,Dialplatform.B
94.485595703125,46.004949287250405,99.5,0.0,254.0,63.0,129.0,388.0,Dialplatform.B
94.417236328125,45.801541853000074,99.0,0.0,254.0,63.0,128.0,387.0,Dialplatform.B
94.9775390625,46.115360224455436,100.0,0.0,254.0,63.0,129.0,386.0,Dialplatform.B
94.87744140625,46.08114890146076,100.0,0.0,254.0,63.0,129.0,387.0,Dialplatform.B
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
108.948974609375,29.745085333339297,112.0,16.0,238.0,99.75,125.0,2.0,Autorun.K
38.307373046875,47.6472584174649,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.311767578125,47.65191289896298,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
49.9404296875,48.21198375050666,39.0,0.0,193.0,0.0,91.0,1722.0,Dontovo.A
38.310791015625,47.65095094267775,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
56.8984375,54.859381119160865,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
38.303955078125,47.643534614964885,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.310302734375,47.651686782617304,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
56.90283203125,54.86233509696884,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
38.30517578125,47.64563029798786,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
49.95166015625,48.21369269470558,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
38.311279296875,47.65199294228115,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
56.8994140625,54.85950752661682,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
56.9013671875,54.86243038420781,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
49.943603515625,48.211417875615055,39.0,0.0,193.0,0.0,91.0,1721.0,Dontovo.A
49.94482421875,48.21329038445378,39.0,0.0,193.0,0.0,91.0,1722.0,Dontovo.A
49.941162109375,48.20816885095307,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
49.932373046875,48.20083378705275,39.0,0.0,193.0,0.0,91.0,1722.0,Dontovo.A
56.90380859375,54.86277737194284,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
38.31689453125,47.655549869084645,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.30908203125,47.64759834927893,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.306640625,47.64587709697031,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
49.946044921875,48.210468636128915,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
49.9521484375,48.214133723387754,39.0,0.0,193.0,0.0,91.0,1721.0,Dontovo.A
56.904541015625,54.86298112688716,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
56.902587890625,54.86155367311267,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
49.930908203125,48.20574964243612,39.0,0.0,193.0,0.0,91.0,1723.0,Dontovo.A
49.93505859375,48.205236292868165,39.0,0.0,193.0,0.0,91.0,1721.0,Dontovo.A
49.953125,48.21527905929432,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
38.306640625,47.646143547663954,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.311279296875,47.65108096684389,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.3046875,47.64320454130729,15.0,0.0,198.0,0.0,72.25,2338.0,Dontovo.A
38.309326171875,47.64776329080168,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.315673828125,47.655657869631405,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.310791015625,47.64937287222657,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.31005859375,47.649697873317535,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
56.904296875,54.863806171561,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
49.94921875,48.20858568517281,39.0,0.0,193.0,0.0,91.0,1721.0,Dontovo.A
49.948974609375,48.20941849032341,39.0,0.0,193.0,0.0,91.0,1721.0,Dontovo.A
38.313232421875,47.65164712096016,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
38.30712890625,47.6475289966982,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
49.946044921875,48.209146898787985,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
56.9072265625,54.86642770568396,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
56.901123046875,54.85961521512219,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
38.30517578125,47.64521012053613,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
56.901123046875,54.86166675564566,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
49.9521484375,48.21309565917196,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
56.905517578125,54.86370816361743,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
56.90478515625,54.86410516627451,42.0,0.0,212.0,0.0,102.0,1624.0,Dontovo.A
38.3076171875,47.64534302017044,15.0,0.0,198.0,0.0,72.0,2338.0,Dontovo.A
49.9501953125,48.2163445199665,39.0,0.0,193.0,0.0,91.0,1720.0,Dontovo.A
108.09765625,26.223828738870033,118.0,0.0,151.0,93.0,128.0,67.0,C2LOP.gen!g
109.88037109375,21.85226151811385,116.0,20.0,147.0,95.0,127.0,4.0,C2LOP.gen!g
109.65625,25.247524631139584,119.0,6.0,149.0,95.0,128.0,64.0,C2LOP.gen!g
111.4443359375,23.32698584686084,120.0,18.0,148.0,101.0,128.0,24.0,C2LOP.gen!g
113.311279296875,23.787081038663864,123.0,8.0,154.0,102.0,129.0,48.0,C2LOP.gen!g
112.464599609375,22.497812756879135,122.0,18.0,147.0,98.0,129.0,17.0,C2LOP.gen!g
109.390625,24.025189214590487,116.0,1.0,146.0,97.0,127.0,56.0,C2LOP.gen!g
108.288330078125,25.743089571532074,119.0,24.0,149.0,93.0,128.0,1.0,C2LOP.gen!g
112.51611328125,21.3278041214612,121.0,18.0,146.0,99.0,128.0,8.0,C2LOP.gen!g
112.322265625,22.99549149815988,121.0,0.0,144.0,100.0,128.0,64.0,C2LOP.gen!g
112.71435546875,22.02944250064597,121.0,20.0,145.0,99.0,128.0,5.0,C2LOP.gen!g
111.49755859375,23.188457988475335,120.0,25.0,148.0,100.0,128.0,1.0,C2LOP.gen!g
114.44482421875,21.70099054857666,123.0,10.0,150.0,102.0,129.0,44.0,C2LOP.gen!g
109.517578125,23.4166612274417,118.0,21.0,154.0,96.0,127.0,11.0,C2LOP.gen!g
112.802734375,21.603112847705383,122.0,23.0,145.0,97.0,129.0,2.0,C2LOP.gen!g
111.657958984375,21.909814932251372,120.0,27.0,145.0,97.0,128.0,0.0,C2LOP.gen!g
114.3525390625,20.56632832424547,122.0,27.0,147.0,105.0,128.0,0.0,C2LOP.gen!g
112.837158203125,22.41825637460049,123.0,22.0,149.0,96.0,129.0,3.0,C2LOP.gen!g
113.928466796875,19.261398568061605,122.0,41.0,150.0,100.0,128.0,0.0,C2LOP.gen!g
113.169677734375,22.446709210668995,122.0,9.0,147.0,101.0,128.0,49.0,C2LOP.gen!g
110.64990234375,22.462338053947953,118.0,20.0,144.0,97.0,127.0,10.0,C2LOP.gen!g
111.146240234375,21.178068755571765,119.0,31.0,147.0,97.0,128.0,0.0,C2LOP.gen!g
113.061767578125,20.71798035902432,120.0,38.0,147.0,102.0,128.0,0.0,C2LOP.gen!g
113.684814453125,21.151449415298142,122.0,15.0,147.0,102.0,128.0,13.0,C2LOP.gen!g
112.7529296875,21.967871853246987,121.0,13.0,147.0,100.0,128.0,25.0,C2LOP.gen!g
113.059814453125,19.376312615938367,119.0,22.0,148.0,101.0,127.0,2.0,C2LOP.gen!g
113.912109375,20.83570379377157,123.0,36.0,143.0,98.0,129.0,0.0,C2LOP.gen!g
111.396484375,22.33883309850541,116.0,0.0,147.0,102.0,127.0,28.0,C2LOP.gen!g
107.10595703125,24.354608932038484,111.0,10.0,146.0,93.0,126.0,66.0,C2LOP.gen!g
113.962890625,20.37128728260777,122.0,24.0,147.0,101.0,129.0,1.0,C2LOP.gen!g
113.083740234375,22.46111155964953,121.0,16.0,149.0,103.0,128.0,20.0,C2LOP.gen!g
112.318359375,21.67357520466108,122.0,30.0,146.0,96.0,128.0,0.0,C2LOP.gen!g
110.442626953125,23.61619646931407,119.0,4.0,147.0,96.0,128.0,62.0,C2LOP.gen!g
110.544921875,24.140072477369376,120.0,24.0,146.0,99.0,128.0,6.0,C2LOP.gen!g
111.134033203125,22.544841469776074,120.0,20.0,147.0,97.0,128.0,18.0,C2LOP.gen!g
113.802490234375,19.678576937449204,121.0,35.0,168.0,102.0,128.0,0.0,C2LOP.gen!g
113.21337890625,22.016481679326457,122.0,20.0,146.0,101.0,129.0,7.0,C2LOP.gen!g
108.06982421875,25.439918642086415,119.0,24.0,145.0,93.0,127.0,3.0,C2LOP.gen!g
114.109619140625,20.36951002656013,122.0,34.0,154.0,102.0,129.0,0.0,C2LOP.gen!g
111.197998046875,23.69075888482804,121.0,20.0,146.0,95.0,128.0,13.0,C2LOP.gen!g
